K-S distribs de fréq de token,Fréquence de stop words,K-S distribs de fréq de phrase,Longueur moyenne de phrase,Distance Jaccard mots > 5 lettres,% de verbes,Meme auteur
0.01244672369110178,0.890691039218531,0.13301869723769455,0.1465511626392236,0.0007987220447284171,0.6413289367738967,0
0.9679329957967729,0.8813209494324046,0.9999999999999998,0.784313725490196,0.01666666666666672,0.7670454545454546,1
0.13599042856008836,0.9856879039704525,0.8571428571428571,0.010121457489878541,0.008928571428571397,0.6403162055335968,1
0.09270296267200329,0.8292458895930925,0.33329086372564654,0.4273504273504273,0.010000000000000009,0.6418959330143541,0
0.9383310279844598,0.9505014270564204,0.9897086919340153,0.9920942061034941,0.13051305130513047,0.901388174807198,1
0.051091868926217754,0.8962445591659075,0.9999999886157981,0.4962888504684171,0.03145478374836175,0.9321075268817205,0
0.9854153182707921,0.9526320270068946,0.8576018867073251,0.9886498706504766,0.09643328929986794,0.8938131003686819,1
0.9432629938310673,0.9142731606014347,2.2365351632913644e-06,0.37206744751521703,0.05145565335138791,0.8835814178897813,0
0.40908153732980734,0.9173818208664944,0.0010412735068282923,0.66143392188336,0.07629704984740593,0.9586979166666667,1
0.9187680004000796,0.8664717167463751,0.010819162443635566,0.6264586622094283,0.08495713172252528,0.8651814809026874,0
0.6303932656994518,0.936828432346513,0.12941070732717164,0.9396062729396062,0.1032448377581121,0.8897176602127984,1
0.9382310211227821,0.9391251488447341,0.04929483655170752,0.6012325865057456,0.04846066134549598,0.7703904970708813,0
0.1806102132238876,0.9176701021756811,0.1119809302821646,0.8306426874787921,0.10980810234541583,0.8870178338520346,1
0.5631627957400556,0.9418077025586353,0.9999999950973493,0.6288500512105298,0.04804045512010113,0.9001680181167361,0
0.6397285022663335,0.9039247834838143,0.9999914858116843,0.7316554645210879,0.09310653536257829,0.9108295555336553,1
0.6976245889505729,0.9807476629157696,0.9903956593282429,0.9506978592360802,0.06886517943743942,0.7903795197912845,0
0.9991592738535356,0.9448425671335888,0.9970761020439538,0.8479555244818331,0.052344601962922566,0.9385236263064318,1
0.14845969031998918,0.878017668780412,0.8969279455831661,0.5362130836955311,0.06577266922094505,0.8172940976492586,0
0.06325361571020494,0.934661197626993,0.761951351463858,0.8461494464835484,0.06182281708094328,0.9974790569229688,1
0.14845969031998918,0.9412193064900967,0.026407935985750308,0.9930712263653545,0.08514285714285719,0.9890254468440137,1
0.18441617684449832,0.991752491025868,0.26611138958654945,0.9080605467302659,0.0704323570432357,0.8640380342101184,1
0.0839358750012944,0.8606866628937937,0.9047619047619048,0.03384567613724577,0.03389830508474578,0.8957509881422925,0
0.10103107135009137,0.7240840377134922,0.5540201538049452,0.6997706422018349,0.029032258064516148,0.8979609001196172,0
0.07546400948132746,0.6204200347510765,0.0865923308974813,0.6036963457949551,0.03736920777279518,0.710885712594697,0
0.1493035165131006,0.8941176470588236,0.5714285714285714,0.012904858299595142,0.032258064516129004,0.8347826086956521,1
0.09954677170991616,0.9409124906507104,0.15807718851197095,0.5448717948717948,0.018779342723004744,0.8368421052631578,0
0.9479195432199555,0.9930323264536938,0.22718962173904445,0.8520531297442374,0.09334985543163987,0.9865321699907845,1
0.9875031424665177,0.9269525710117914,0.8285376116961467,0.9318205151962099,0.10236600676001928,0.8662217298832415,1
0.02081148835759139,0.9208541716281655,0.6666666666666666,0.0399996434174868,0.01805337519623229,0.8934928508899912,0
0.00810466062855364,0.7747021482777565,0.06312643632365467,0.5921105415645198,0.03432835820895519,0.8956971918050158,0
0.968900123175023,0.9334565918131933,0.9017267193448281,0.9143961909497387,0.10544815465729351,0.8545556028748854,1
0.018264840974539065,0.9144379603765063,0.5538461538461538,0.034081821362523114,0.012574454003970836,0.905690537084399,0
0.8387927652431624,0.8568342933097032,0.8291019168558666,0.42244897959183675,0.02985074626865669,0.7916666666666667,1
0.48190758225486974,0.9953900358918633,0.1524309941809172,0.8338235294117647,0.01718213058419249,0.6587736038569707,0
0.9306088110301328,0.9805458883517872,0.9756894489568221,0.8067024886877828,0.08064516129032262,0.6354446049102539,1
0.49904492689524327,0.8378820297681894,0.47421256123494593,0.9308823529411765,0.039215686274509776,0.9865864527629233,1
0.8978057035171046,0.9909118727050183,0.46535270633620435,0.9595588235294118,0.051724137931034475,0.9195537287140342,1
0.8111046478087803,0.8838247839471831,0.9631071252458352,0.5821740858505564,0.05660377358490565,0.8817181718171817,1
0.779393304232448,0.88933236574746,0.9631071252458352,0.5290032679738562,0.02020202020202022,0.8361214877375345,1
0.23872411919255399,0.9345288308991517,0.9447437511284295,0.7348559890277354,0.010937500000000044,0.6316968975418448,0
0.06461464830020558,0.6457025358722505,0.01866306415275154,0.4272950417280314,0.01171875,0.6993857807256815,0
0.9791950464396285,0.7579720414868261,0.018586827936827977,0.8541738038140916,0.01650165016501648,0.723220881556267,0
0.5311215069157151,0.7039625001681306,0.005693712875751267,0.4335525004981072,0.015128593040847238,0.7236425176436699,0
0.20146300136088569,0.7762256353562076,0.0594186552634558,0.5479666969745592,0.01292596944770863,0.7072294566681635,0
0.16885342413677307,0.8545056786445727,0.593824882654103,0.8665998298699721,0.05128205128205132,0.6269210386857447,1
0.4456789031402033,0.9895389442403856,0.725909800132621,0.84070144414972,0.07335907335907332,0.6910358634496566,1
0.436704095473782,0.901359940872136,0.29572031176064906,0.7216713646161499,0.06172839506172845,0.5602830553325604,1
0.2557751845677543,0.8720311946118398,0.773929820215752,0.6557600545330606,0.03964757709251099,0.75999075999076,1
0.30035101525207863,0.9530699603156909,0.4156019524188235,0.9109380463460377,0.017937219730941756,0.9941022280471822,0
0.07834531571239067,0.6585133276705902,0.049650022651592796,0.34469997356595294,0.018844221105527637,0.9085752419085753,0
0.6227905194818643,0.77301026957638,0.019553191531511915,0.6890641333087376,0.030120481927710885,0.8786314404291933,0
0.5841846765069365,0.7179291744840526,0.0006620383387241358,0.34974788112863425,0.023222060957910018,0.878119498809154,0
0.8111046478087803,0.8455666470933647,0.9898880143968762,0.9701149425287356,0.032558139534883734,0.9072192513368985,1
0.9970968144342757,0.9480182554127842,0.3867866045754713,0.625400281798386,0.05759162303664922,0.8937059386412014,1
0.7387088614710098,0.7451556077510276,0.3867866045754713,0.568281551693874,0.02857142857142858,0.8249061326658323,1
0.020249472786826428,0.8965823226256442,0.10616350278772313,0.789418755985561,0.01132686084142398,0.6232236013671525,0
0.010453058181554509,0.7706365728489154,0.9687398083187452,0.3977614138438881,0.012064343163538882,0.6900045365189778,0
0.58452191860726,0.904628592758492,0.8863723726024064,0.7951353203151764,0.02508960573476704,0.7135199240986718,0
0.8686421937195932,0.8919307642711899,0.7506071234246195,0.6067101584342963,0.044642857142857095,0.8107872325694109,1
0.8117325923504413,0.88125,0.46535270633620435,0.5512984248616433,0.029126213592232997,0.9092687698703839,1
0.033379648325132516,0.943099842318015,0.13225990428357803,0.7658269310940384,0.01388888888888884,0.686960291515812,0
0.026465780820338014,0.6516245830313789,0.6754943943079332,0.4100147275405007,0.012870012870012881,0.7605708713766509,0
0.8102121327319873,0.7860139860139861,0.9631071252458352,0.9086685251559804,0.010526315789473717,0.737223509585001,1
0.05752209808408504,0.9457437317335795,0.915302046065118,0.792228810192882,0.004731861198738141,0.5569786336431809,0
0.05902987790590428,0.8110740048089767,0.00010184162517312689,0.6276947354033872,0.03443328550932567,0.873449472562966,1
0.9640011912549667,0.7532806660344732,7.622692308362211e-06,0.3185986515489843,0.051406401551891356,0.8729405502578549,0
0.7347557647594586,0.9832109781298148,0.0003414996236000556,0.7586360227150969,0.14263445050662504,0.8571922604059145,1
0.04816863151729511,0.9741598239788988,0.24519419763156214,0.6315540691083081,0.07146282973621099,0.9116686133548292,0
0.4744359402575089,0.989286102209881,0.14983826083992424,0.8612495757164331,0.10863757791629569,0.9402215690146127,1
0.888445710231871,0.9515804128087189,0.33227702321956,0.8312604373757455,0.05653021442495132,0.8750067783742748,0
0.9383310279844598,0.9626585235235806,0.8432639802585443,0.8806047966631909,0.060253699788583526,0.9218302308003306,1
